Q No.,Question,Answer,Domain,Sub-Domain,Model Response
159,৬ সে.মি. ব্যাসার্ধের একটি ধাতব কঠিন গোলককে গলিয়ে ৩২ সে.মি. উচ্চতার একটি  সিলিন্ডার তৈরি করা হল। উৎপন্ন সিলিন্ডারটির ব্যাসার্ধ কত সে.মি.?,৩,Math,Solid Geometry,"ধাতব কঠিন গোলকের আয়তন (V) = (4/3)πr³ 

প্রদত্ত যে গোলকের ব্যাসার্ধ = ৬ সে.মি. 

সুতৰাং, V = (4/3) * π * (৬)³ 
       = (4/3) * π * 216 
       = 4 * 72 * π 
       = ২৮৮ * π 

এখন, এই গোলকের ধাতুকে গলিয়ে সিলিন্ডার তৈরি করা হল। 
সুতরাং, গোলক ও সিলিন্ডারের আয়তন একই হবে।

সিলিন্ডারের আয়তন (V) = πr²h 

এখানে, সিলিন্ডারের উচ্চতা (h) = ৩২ সে.মি. 

সুতরাং, πr² * 32 = 288π 

এখন, r² = 288 / 32 
             = 9 

সুতরাং, r = √9 
          = 3 

অতএব, উৎপন্ন সিলিন্ডারটির ব্যাসার্ধ ৩ সে.মি.

উত্তর: 3"
166,৬ সে.মি. ব্যাসার্ধের একটি ধাতব কঠিন গোলককে গলিয়ে ৩২ সে.মি. উচ্চতার একটি  সিলিন্ডার তৈরি করা হল। উৎপন্ন সিলিন্ডারটির বক্রতলের ক্ষেত্রফল কত বর্গ সে.মি.?,৬০৩.১৮,Math,Solid Geometry,"প্রথমে, গোলকের আয়তন গণনা করা যাক। গোলকের আয়তনের সূত্র হল (4/3)πr³, যেখানে r হল গোলকের ব্যাসার্ধ।

গোলকের ব্যাসার্ধ ৬ সে.মি., তাই গোলকের আয়তন হল:
(4/3)π(6)³ = (4/3)π(216) = 288π ঘন সে.মি.

এখন, সিলিন্ডারের আয়তন গণনা করা যাক। সিলিন্ডারের আয়তনের সূত্র হল πr²h, যেখানে r হল সিলিন্ডারের ব্যাসার্ধ এবং h হল সিলিন্ডারের উচ্চতা।

সিলিন্ডারের উচ্চতা ৩২ সে.মি. এবং সিলিন্ডারের আয়তন গোলকের আয়তনের সমান, তাই:
πr²(32) = 288π

এখন, r এর জন্য সমাধান করা যাক:
r² = 288π / (32π)
"
397,১০ কেজি ভরের একটি স্থির বস্তুর উপর ১০ সেকেন্ড যাবত ২২ নিউটন বল প্রয়োগ করা হল। বস্তুটি যে তলে চলছিলো তার ঘর্ষণ বলের মান ২ নিউটন। ১০ সেকেন্ড পরে বস্তুর বেগ কত মি./সে.?,২০,Physics,Physics,"আসুন ধাপে ধাপে সমস্যার সমাধান করি।

**প্রথম ধাপ: নেট বল নির্ণয়**

প্রযুক্ত বল (F) = 22 নিউটন
ঘর্ষণ বল (f) = 2 নিউটন

নেট বল (F_net) = F - f = 22 - 2 = 20 নিউটন

**দ্বিতীয় ধাপ: ত্বরণ নির্ণয়**

বস্তুর ভর (m) = 10 কেজি = 10 কিলোগ্রাম

ত্বরণ (a) = F_net / m = 20 / 10 = 2 মি./সে.^2

**তৃতীয় ধাপ: বেগ নির্ণয়**

বস্তুটি প্রাথমিকভাবে স্থির ছিল, তাই প্রাথমিক বেগ (v_i) = 0 মি./সে.

সময় (t) = 10 সেকেন্ড

চূড়ান্ত বেগ (v_f) = v_i + a * t = 0 + 2 * 10 = 20 মি./সে.

**উত্তর:**
উত্তর: 20"
278,যদি ভার্নিয়ার স্কেলের ১০ ঘর প্রধান স্কেলের ৯ ঘরের সমান তবে ভার্নিয়ার ধ্রুবক কত সে.মি.?,০.০১,Physics,Physics,"ভার্নিয়ার স্কেলের ১০ ঘর প্রধান স্কেলের ৯ ঘরের সমান হওয়ার মানে হল ভার্নিয়ার স্কেলের একটি ঘর প্রধান স্কেলের ৯/১০ ঘরের সমান।

ভার্নিয়ার স্কেলের ধ্রুবক (k) খুঁজে পেতে, আমাদের নিম্নলিখিত সূত্রটি ব্যবহার করতে হবে:

k = (প্রধান স্কেলের একটি ঘর) / (ভার্নিয়ার স্কেলের একটি ঘর)

যেহেতু ভার্নিয়ার স্কেলের একটি ঘর প্রধান স্কেলের ৯/১০ ঘরের সমান, তাই আমরা লিখতে পারি:

k = (1 সেমি) / (9/10 সেমি)

k = 1 / (9/10)

k = 10/9

k = 1.11 সেমি (প্রায়)

অতএব, ভার্নিয়ার ধ্রুবক প্�"
232,দুইটি সংখ্যা নিরপেক্ষভাবে নিক্ষেপ করা হলে ছক্কার উপরের পিঠে একই সংখ্যা না আসার সম্ভাবনা কত?,৫/৬,Math,Probability,"দুইটি ছক্কা নিরপেক্ষভাবে নিক্ষেপ করা হলে সম্ভাব্য ফলাফলের মোট সংখ্যা 6 x 6 = 36।

এখন, আমরা এমন ফলাফলের সংখ্যা গণনা করব যেখানে উভয় ছক্কার উপরের পিঠে একই সংখ্যা আসে। এই ফলাফলগুলি হল:
(1, 1), (2, 2), (3, 3), (4, 4), (5, 5), (6, 6)।

সুতরাং, একই সংখ্যা আসার ফলাফলের মোট সংখ্যা 6টি।

এখন, আমরা একই সংখ্যা না আসার সম্ভাবনা গণনা করব। এটি করার জন্য, আমরা একই সংখ্যা আসার সম্ভাবনা থেকে মোট সম্ভাব্য ফলাফলের সংখ্যা বিয়োগ করব।

একই সংখ্যা আসার স"
119,৫০ ডিগ্রি কোণের পুরক কোণকে বৃত্তীয় পদ্ধতিতে প্রকাশ করলে কত হবে?,০.৬৯,Math,Trigonometry,"একটি কোণের পূরক কোণ হল ৯০ ডিগ্রি বিয়োগ কোণ। সুতরাং, ৫০ ডিগ্রি কোণের পূরক কোণ হল ৯০ - ৫০ = ৪০ ডিগ্রি।

বৃত্তীয় পদ্ধতিতে, একটি কোণকে একটি বৃত্তের কেন্দ্রে কোণ হিসেবে প্রকাশ করা হয়। যেহেতু একটি বৃত্তে ৩৬০ ডিগ্রি আছে, তাই একটি কোণকে বৃত্তীয় পদ্ধতিতে প্রকাশ করার জন্য, আমরা কোণটিকে (পাই/১৮০) দ্বারা গুণ করি।

সুতরাং, ৪০ ডিগ্রি কোণটিকে বৃত্তীয় পদ্ধতিতে প্রকাশ করার জন্য, আমরা এটিকে (পাই/১৮০) দ্বারা গুণ করি"
134,একটি সমকোণী ত্রিভুজের লম্ব ও ভুমি যথাক্রমে ৫ ও ১২ হলে এর অতিভুজ কত?,১৩,Math,Trigonometry,"একটি সমকোণী ত্রিভুজের লম্ব ও ভুমি যথাক্রমে ৫ ও ১২ হলে এর অতিভুজ নির্ণয়ের জন্য আমরা পাইথাগোরিয়ান উপপাদ্য ব্যবহার করতে পারি। পাইথাগোরিয়ান উপপাদ্য বলে যে একটি সমকোণী ত্রিভুজে, লম্ব ও ভুমির বর্গের সমষ্টি অতিভুজের বর্গের সমান।

সুতরাং, আমরা সমীকরণ সেট আপ করতে পারি:

লম্ব² + ভুমি² = অতিভুজ²
৫² + ১২² = অতিভুজ²
২৫ + ১৪৪ = অতিভুজ²
১৬৯ = অতিভুজ²

এখন, অতিভুজ বের করার জন্য আমরা উভয় বাহুর বর্গমূল নিতে পারি:

অতিভুজ = √১"
580,সালফিউরিক এসিডে সালফার এর সংযুতি কত?,৩২.৬৫,Chemistry,Chemistry,"সালফিউরিক এসিডের রাসায়নিক সংকেত হল H2SO4। এতে একটি সালফার, দুটি হাইড্রোজেন এবং চারটি অক্সিজেন পরমাণু রয়েছে।

সালফার পরমাণুর সংখ্যা গণনা করা হয় যেমন: 
সালফার পরমাণুর সংখ্যা = 1

সুতরাং, সালফিউরিক এসিডে সালফার পরমাণুর সংখ্যা ১টি।

উত্তর: 1"
200,একটি পিরামিডের ভুমির ক্ষেত্রফল ৪ বর্গ সে.মি. এবং উচ্চতা ৩ সে.মি. হলে পিরামিডের আয়তন কত ঘন সে.মি.?,৪,Math,Solid Geometry,"পিরামিডের আয়তন গণনা করার জন্য, আমাদের পিরামিডের ভুমির ক্ষেত্রফল এবং উচ্চতা ব্যবহার করতে হবে।

পিরামিডের আয়তনের সূত্র হল:

আয়তন = (1/3) * ভুমির ক্ষেত্রফল * উচ্চতা

প্রদত্ত তথ্য ব্যবহার করে, আমরা পাই:

আয়তন = (1/3) * 4 * 3
আয়তন = (1/3) * 12
আয়তন = 4

সুতরাং, পিরামিডের আয়তন 4 ঘন সে.মি.

উত্তর: 4"
132,০.২০ মিটার ব্যাস বিশিষ্ট একটি চাকা একবার ঘুরলে কত মিটার দূরত্ব অতিক্রম করবে? ,০.৬২,Math,Trigonometry,"একটি চাকা যখন একবার ঘুরে, তখন এটি যে দূরত্ব অতিক্রম করে তা হল চাকার পরিধি। চাকার ব্যাস ০.২০ মিটার হলে, আমরা পরিধি বের করতে পারি।

বৃত্তের পরিধির সূত্র হল: পরিধি = π × ব্যাস

সুতরাং, পরিধি = π × ০.২০ মিটার

পরিধি ≈ ৩.১৪ × ০.২০ মিটার (π ≈ ৩.১৪)

পরিধি ≈ ০.৬২৮ মিটার

একবার ঘুরলে, চাকাটি প্রায় ০.৬২৮ মিটার দূরত্ব অতিক্রম করে।

উত্তর: ০.৬২৮"
55,"দুইটি চাকার পরিধির পার্থক্য ১২০ সে.মি. হলে, তাদের ব্যাসার্ধের পার্থক্য কত সে.মি. ?",১৯.০৯,Math,Trigonometry,"একটি চাকার পরিধি সূত্র দ্বারা দেওয়া হয়: P = 2πr, যেখানে P হল পরিধি এবং r হল ব্যাসার্ধ।

দুইটি চাকার পরিধির পার্থক্য 120 সে.মি. হলে, আমরা এটিকে এভাবে প্রকাশ করতে পারি:

2πr1 - 2πr2 = 120

যেখানে r1 এবং r2 হল দুইটি চাকার ব্যাসার্ধ।

এই সমীকরণটি সরল করে, আমরা পাই:

2π(r1 - r2) = 120

এখন, আমরা π এর মান প্রায় 22/7 হিসাবে ব্যবহার করে সমীকরণটি সরল করতে পারি:

2 * (22/7) * (r1 - r2) = 120

সরলীকরণ করলে, আমরা পাই:

(44/7) * (r1 - r2) = 120

এখন, আমরা উভয় পক্ষকে (44/7) দ্বারা ভাগ করে r1 - r2 এর সমা�"
673,লিঙ্কনের খেলনার বাক্সে বাইনারি সংখ্যা পদ্ধতিতে প্রতিটি সংখ্যার প্রতিনিধিত্বকারী খেলনা রয়েছে। লিংকনের ভাইবোনদের জন্য আরও ৬টি খেলনা বাক্স রয়েছে। তাদের কত খেলনা আছে?,১৪,CS,CS,"বাইনারি সংখ্যা পদ্ধতিতে, সংখ্যাগুলি 0 এবং 1 দিয়ে তৈরি হয়। আমাদের দেওয়া হয়েছে যে লিঙ্কনের খেলনার বাক্সে প্রতিটি সংখ্যার প্রতিনিধিত্বকারী খেলনা রয়েছে। এর মানে হল যে বাক্সে 2টি খেলনা থাকবে (0 এবং 1 এর প্রতিনিধিত্বকারী)।

এখন, যদি লিঙ্কনের ভাইবোনদেরও আরও ৬টি খেলনা বাক্স থাকে, তাহলে প্রতিটি বাক্সেও 2টি খেলনা থাকবে। সুতরাং, 6টি বাক্সে মোট খেলনার সংখ্যা হবে 6 * 2 = 12টি খেলনা।

লিঙ্কনের খেলনার সাথে এটি যোগ করলে, মোট খেলনার সংখ্যা হবে 2 ("
605,২০০ গ্রাম চুনাপাথরকে খোলা পাত্রে উত্তপ্ত করলে কি পরিমাণ ক্যালসিয়াম অক্সাইড পাওয়া যাবে?,১১২,Chemistry,Chemistry,"চুনাপাথরের রাসায়নিক সংকেত হল CaCO3। এটি গরম করলে ক্যালসিয়াম অক্সাইড (CaO) এবং কার্বন ডাইঅক্সাইড (CO2) তৈরি করে।

CaCO3 → CaO + CO2

CaCO3 এর আণবিক ভর হল 100 g/mol, এবং CaO এর আণবিক ভর হল 56 g/mol।

200 গ্রাম চুনাপাথরকে খোলা পাত্রে উত্তপ্ত করলে, এটি সম্পূর্ণভাবে ক্যালসিয়াম অক্সাইড এবং কার্বন ডাইঅক্সাইড তৈরি করবে। 

তৈরি হওয়া CaO এর পরিমাণ নির্ণয় করতে, আমাদের CaCO3 এর মোলার ভর দিয়ে ভাগ করে 200 গ্রামকে মোলে রূপান্তর করতে হবে:

200 g / 100 g/mol = 2 mol CaCO3

যেহেতু CaCO3 এর প্রতি মোল CaO এর একট"
357,একটি তলে রাখা ৮ কেজি ভরের কোন বস্তুর উপর ৩০ নিউটন বল প্রয়োগ করায় বস্তুটি ৩ মি./সে.^২ ত্বরণ লাভ করে। বস্তু ও তলের মধ্যকার ঘর্ষণ বল কত নিউটন?,৬,Physics,Physics,"প্রথমে, আমাদের বস্তুর ভর (m) এবং এটির উপর ক্রিয়াশীল মোট বল (F) এর মধ্যে সম্পর্ক বুঝতে হবে। নিউটনের দ্বিতীয় সূত্র অনুসারে, F = ma, যেখানে a হল বস্তুর ত্বরণ।

প্রদত্ত যে বস্তুটির ভর 8 কেজি এবং এর উপর 30 নিউটন বল প্রয়োগ করা হয়েছে, এবং এটি 3 মি/সে^2 ত্বরণ লাভ করে, আমরা মোট বলকে ঘর্ষণ বল (f) এবং প্রয়োগকৃত বল (F_app) এর মধ্যে পার্থক্য হিসেবে প্রকাশ করতে পারি: 

F = F_app - f

আমরা জানি যে F = ma, তাই:

ma = F_app - f

প্রদত্ত মানগুলি প্লাগ করা:

8 * 3 = 30 - f

24 = 30 -"
98,কোনো বৃত্তের ব্যাস ৯ সে.মি.। বৃত্তের ১৫ সে.মি. দীর্ঘ চাপের কেন্দ্রস্থ কোণের বৃত্তীয় পরিমাপ কত?,৩.৩৩,Math,Trigonometry,"ধাপ 1: প্রথমে, আমাদের বৃত্তের ব্যাসার্ধ খুঁজে বের করতে হবে। যেহেতু ব্যাস 9 সে.মি., ব্যাসার্ধ ব্যাসের অর্ধেক হবে, যা 4.5 সে.মি.

ধাপ 2: এরপর, আমাদের 15 সে.মি. দীর্ঘ চাপের কেন্দ্রস্থ কোণের বৃত্তীয় পরিমাপ খুঁজে বের করতে হবে। বৃত্তীয় পরিমাপ = (চাপের দৈর্ঘ্য / বৃত্তের পরিধি) * 360 ডিগ্রি।

ধাপ 3: বৃত্তের পরিধি খুঁজে বের করার জন্য, আমরা 2 * π * r সূত্রটি ব্যবহার করতে পারি, যেখানে r হল বৃত্তের ব্যাসার্ধ। সুতরাং, পরিধি = 2 * π * 4.5।

ধাপ 4: এখন, আমরা বৃত্তীয় পরিম"
228,একটি মুদ্রা ৭৫০ বার নিক্ষেপ করলে ৩০০ বার হেড আসে। তাহলে হেড এর আপেক্ষিক গনসংখ্যা কত?,০.৪০,Math,Probability,"আপেক্ষিক ঘটনার সংখ্যা হল মোট ঘটনার সংখ্যার সাথে ঘটনার সংখ্যার অনুপাত। 

আপেক্ষিক ঘটনার সংখ্যা = (ঘটনার সংখ্যা) / (মোট ঘটনার সংখ্যা)

একটি মুদ্রা ৭৫০ বার নিক্ষেপ করলে ৩০০ বার হেড আসে। 

সুতরাং, আপেক্ষিক ঘটনার সংখ্যা = ৩০০ / ৭৫০ = ০.৪

উত্তর: 0.4"
426,একটি হাইড্রোলিক প্রেসের ছোট ও বড় পিস্টনের ক্ষেত্রফল যথাক্রমে ৫ বর্গ সে.মি. ও ২৫ বর্গ সে.মি.। ছোট পিস্টনে ১০০ নিউটন বল প্রয়োগ করলে বড় পিস্টনে কত বল পাওয়া যাবে?,৫০০,Physics,Physics,"হাইড্রোলিক প্রেসের ক্ষেত্রে, পিস্টনের উপর প্রয়োগ করা বল এবং পিস্টনের ক্ষেত্রফলের মধ্যে একটি সম্পর্ক রয়েছে। ছোট পিস্টনের উপর প্রয়োগ করা বল (F1) এবং বড় পিস্টনের উপর প্রয়োগ করা বল (F2) এর মধ্যে সম্পর্ককে নিম্নরূপ প্রকাশ করা যায়:

F1 / A1 = F2 / A2

যেখানে, A1 এবং A2 হল ছোট ও বড় পিস্টনের ক্ষেত্রফল।

প্রদত্ত তথ্য অনুযায়ী, A1 = 5 বর্গ সে.মি., A2 = 25 বর্গ সে.মি. এবং F1 = 100 নিউটন। এই তথ্য ব্যবহার করে, আমরা F2 এর মান গণনা করতে পারি:

F1 / A1 = F2 / A2
100 / 5 = F2"
79,২ সে.মি. ব্যাসার্ধ বিশিষ্ট বৃত্তের ২ সে.মি. দৈর্ঘ্যের একটি চাপ কেন্দ্রে কত রেডিয়ান কোণ ধারণ করে?,১,Math,Trigonometry,"প্রদত্ত সমস্যাটি সমাধান করার জন্য, আমাদের বৃত্তের পরিধি এবং কোণ সমাধানের ধারণাটি বুঝতে হবে।

চাপের দৈর্ঘ্য (L) 2 সেমি এবং বৃত্তের ব্যাসার্ধ (r) 2 সেমি। আমরা জানি যে চাপের দৈর্ঘ্য এবং কেন্দ্রীয় কোণ (θ) এর মধ্যে সম্পর্ক হল:

L = r * θ

এখানে, θ হল কেন্দ্রীয় কোণ রেডিয়ানে।

প্রদত্ত মানগুলি প্রতিস্থাপন করে, আমরা পাই:

2 = 2 * θ

θ = 2 / 2

θ = 1 রেডিয়ান

সুতরাং, কেন্দ্রে কোণটি 1 রেডিয়ান।

উত্তর: 1"
255,দুইটি মুদ্রা একসাথে নিক্ষেপ করা হলে কমপক্ষে একটি টেল পাওয়ার সম্ভাবনা কত?,৩/৪,Math,Probability,"দুইটি মুদ্রা একসাথে নিক্ষেপ করা হলে, সম্ভাব্য ফলাফল হল: 
- উভয় মুদ্রা হেডস (HH)
- প্রথম মুদ্রা হেডস এবং দ্বিতীয় মুদ্রা টেলস (HT)
- প্রথম মুদ্রা টেলস এবং দ্বিতীয় মুদ্রা হেডস (TH)
- উভয় মুদ্রা টেলস (TT)

সুতরাং, মোট ৪টি ফলাফল রয়েছে। এখন, কমপক্ষে একটি টেল পাওয়ার সম্ভাবনা খুঁজে পেতে, আমাদের ৩টি ফলাফল বিবেচনা করতে হবে: HT, TH, এবং TT।

প্রতিটি ফলাফলের সম্ভাবনা ১/৪, যেহেতু সবগুলি সমানভাবে সম্ভব। সুতরাং, কমপক্ষে এ�"
