Q No.,Question,Answer,Domain,Sub-Domain,Model Response
626,ক্লোরিক এসিডে ক্লোরিনের এর শতকরা পরিমাণ কত?,৪২.০১,Chemistry,Chemistry,"**Translation:**

What is the percentage of chlorine in chloric acid?

**Solution:**

To find the percentage of chlorine in chloric acid (HClO3), we need to follow these steps:

1.  **Determine the molar mass of each element in the compound:**

    *   Hydrogen (H): 1.008 g/mol
    *   Chlorine (Cl): 35.45 g/mol
    *   Oxygen (O): 16.00 g/mol

2.  **Calculate the molar mass of Chloric Acid (HClO3):**

    Molar mass of HClO3 = 1(H) + 1(Cl) + 3(O)
    = (1 * 1.008) + (1 * 35.45) + (3 * 16.00)
    = 1.008 + 35.45 + 48.00
    = 84.458 g/mol

3.  **Calculate the mass percentage of Chlorine (Cl) in HClO3:**

    Mass percentage of Cl = (Molar mass of Cl / Molar mass of HClO3) * 100
    = (35.45 / 84.458) * 100
    ≈ 41.97 %

Rounding this, the approximate percenage of chlorine is 42%.

**Answer: 41.97**"
398,৪০ কেজি ভরের এক বালক সিঁড়ি দিয়ে ১৫ সেকেন্ড এ ছাদে উঠে। সিঁড়িতে ধাপের সংখ্যা ২০ টি ও প্রতিটি ধাপের উচ্চতা ১৬ সে.মি.। বালকটি কত জুল কাজ করেছিল?,১২৫৪.৪,Physics,Physics,"Here's the breakdown:

1. **Translation:**
A boy with a mass of 40 kg climbs a staircase to the roof in 15 seconds. The staircase has 20 steps, and each step is 16 cm high. How many Joules of work did the boy do?

2. **Solution:**
First, we need to find the total height the boy climbed.  Since there are 20 steps and each is 16 cm high, the total height is:

Total height = 20 steps * 16 cm/step = 320 cm = 3.2 meters

The work done by the boy is equal to the potential energy he gained, which is given by the formula:

Work (W) = mgh

where:
m = mass of the boy (40 kg)
g = acceleration due to gravity (approximately 9.8 m/s²)
h = total height climbed (3.2 m)

So, W = 40 kg * 9.8 m/s² * 3.2 m = 1254.4 Joules

Answer: 1254.4"
370,একটি বস্তুকে সুতায় বেধে উল্লম্বতলে একবার ঘুরিয়ে আনলে সম্পাদিত কাজের পরিমান কত জুল?,০,Physics,Physics,"Here's the solution to the problem:

**Translation:**

A body is tied to a string and rotated once in a vertical plane. How much work is done in Joules?

**Explanation:**

When a body is moved in a vertical circle using a string, the tension in the string and gravity are the forces acting on it. Work done is defined as the force applied over a distance. In this case, the work done by tension is always zero because the tension is always perpendicular to the displacement of the body. The gravitational force acts vertically, and after one complete rotation, the body returns to its initial height. Therefore, the net displacement in the direction of gravity is zero. Since work done due to a conservative force (like gravity) depends only on the initial and final positions, and these positions are the same, the work done by gravity is also zero. Thus, the total work done is zero.

**Answer: 0**"
624,২৪৯.৫ গ্রাম ব্লু ভিট্রিয়লকে উত্তপ্ত করে ১৫০ গ্রাম সাদা পাউডার পাওয়া গেল। উৎপাদের শতকরা পরিমাণ কত?,৯৪.১০,Chemistry,Chemistry,"Here's the solution to the problem:

1. **Translation to English:**

249.  5 grams of blue vitriol was heated to produce 150 grams of a white powder. What is the percentage yield of the product?

2.  **Solution:**

The problem asks to find the percentage yield.  Percentage yield is calculated as:

(Actual Yield / Theoretical Yield) * 100

In this case, the ""theoretical yield"" is the initial amount of blue vitriol, because we are determining what percentage of the original blue vitriol ended up recovered as a resultant product.

Actual Yield = 150 grams
Theoretical Yield =  249.5 grams

Percentage Yield = (150 / 249.5) * 100
Percentage Yield = 0.6012 * 100
Percentage Yield = 60.12%

Answer: 60.12"
664,৫০ গ্রাম ফ্লোরিনকে ৪ গ্রাম হাইড্রোজেন গ্যাসের মধ্যে চালনা করা হলো। বিক্রিয়ায় কি পরিমাণ হাইড্রোজেন ফ্লোরিনের সাথে বিক্রিয়া করবে?,২.৬৩,Chemistry,Chemistry,"Here's the solution to the problem:

**Translation to English:**

50 grams of fluorine gas is passed through 4 grams of hydrogen gas. In the reaction, what amount of hydrogen will react with fluorine?

**Solution:**

The reaction between hydrogen and fluorine is:

H<sub>2</sub> + F<sub>2</sub> -> 2HF

Molar mass of H<sub>2</sub> = 2 g/mol
Molar mass of F<sub>2</sub> = 38 g/mol x 2 = 76 g/mol

Moles of H<sub>2</sub> = mass / molar mass = 4 g / 2 g/mol = 2 moles
Moles of F<sub>2</sub> = mass / molar mass = 50 g / 38 g/mol = 0.658 moles approximately

From the balanced chemical equation, 1 mole of H<sub>2</sub> reacts with 1 mole of F<sub>2</sub>.

Therefore, 2 moles of H<sub>2</sub> would require 2 moles of F<sub>2</sub> for complete reaction. However, we only have 0.658 moles of F<sub>2</sub>. So, F<sub>2</sub> is the limiting reactant.

Thus, 0.658 moles of F<sub>2</sub> will react with 0.658 moles of H<sub>2</sub>.

Mass of H<sub>2</sub> reacting = moles x molar mass = 0.658 moles x 2 g/mol = 1.316 grams

Answer: 1.316"
105,দুইটি কোণের সমষ্টি ৬০ ডিগ্রি এবং অন্তর ৩০ ডিগ্রি। বৃহত্তম কোণটি কত ডিগ্রি?,৪৫,Math,Trigonometry,"Here's the solution:

Translation:

""The sum of two angles is 60 degrees and their difference is 30 degrees. What is the measure of the larger angle in degrees?""

Solution:

Let the two angles be x and y, where x is the larger angle.

We are given:

x + y = 60
x - y = 30

Adding the two equations, we get:

2x = 90

Dividing both sides by 2, we find x:

x = 45

Therefore, the larger angle is 45 degrees.

Answer: 45"
551,২ লিটার ০.২ মোলার সোডিয়াম কার্বনেট দ্রবণে কি পরিমাণ সোডিয়াম কার্বনেট আছে?,৪২.৪০,Chemistry,Chemistry,"Here's the solution:

**1. English Translation of the Problem:**

How much sodium carbonate is present in 2 liters of a 0.2 molar sodium carbonate solution?

**2. Solution:**

Molarity (M) is defined as moles of solute per liter of solution.

*   Molarity = Moles of solute / Liters of solution

Therefore, Moles of solute = Molarity * Liters of solution

In this case:

*   Molarity = 0.2 M
*   Volume of solution = 2 Liters

So, Moles of Sodium Carbonate (Na<sub>2</sub>CO<sub>3</sub>) = 0.2 M * 2 L = 0.4 moles

Now, we need to convert moles to grams using the molar mass of Na<sub>2</sub>CO<sub>3</sub>.

The molar mass of Na<sub>2</sub>CO<sub>3</sub> is (2 * 23) + 12 + (3 * 16) = 46 + 12 + 48 = 106 g/mol.

Mass of Na<sub>2</sub>CO<sub>3</sub> = Moles * Molar Mass = 0.4 moles * 106 g/mol = 42.4 grams.

**Answer: 42.4**"
289,চূড়ান্ত ত্রুটি ৮ বর্গমিটার। পরিমাপ করা মান ১২০ বর্গমিটার হলে ক্ষেত্রফল নির্ণয়ে আপেক্ষিক ত্রুটি শতকরা কত?,৬.৬৬,Physics,Physics,"Here's the solution to the problem:

**Translation:**

The absolute error is 8 square meters. If the measured value is 120 square meters, what is the percentage relative error in determining the area?

**Solution:**

Relative error is calculated as (Absolute error / Measured value).
Percentage relative error is calculated as (Relative error * 100).

So, Relative error = 8 / 120
Percentage relative error = (8 / 120) * 100 = 6.666...%

Rounding to two decimal places, the percentage relative error is approximately 6.67%.

**Answer: 6.67**"
112,১ রেডিয়ানকে ডিগ্রিতে প্রকাশ করলে কত হবে?,৫৭.২৯,Math,Trigonometry,"Here's the solution:

First, let's translate the Bengali problem into English:

""Convert 1 radian to degrees.""

Now, let's solve the problem. We know that π radians is equal to 180 degrees.  Therefore, 1 radian is equal to 180/π degrees.

Using the approximation π ≈ 3.14159, we can calculate:

1 radian ≈ 180 / 3.14159 ≈ 57.2957795 degrees.

Rounded to a reasonable degree of precision, 1 radian is approximately 57.3 degrees.

Answer: 57.3"
594,১২ গ্রাম ম্যাগনেশিয়াম কত গ্রাম অক্সিজেনের সাথে বিক্রিয়া করবে?,৮,Chemistry,Chemistry,"Here's the solution to the problem:

**Translation:**

The Bengali problem ""১২ গ্রাম ম্যাগনেশিয়াম কত গ্রাম অক্সিজেনের সাথে বিক্রিয়া করবে?"" translates to: ""How many grams of oxygen will react with 12 grams of magnesium?""

**Solution:**

To determine the amount of oxygen required to react with 12 grams of magnesium, we need to use the stoichiometry of the reaction between magnesium and oxygen. The balanced chemical equation for the reaction is:

2Mg + O2 → 2MgO

From the balanced equation, 2 moles of magnesium react with 1 mole of oxygen.

The atomic mass of magnesium (Mg) is approximately 24 g/mol, and the molecular mass of oxygen (O2) is approximately 32 g/mol.

1. Calculate the number of moles of magnesium:
   moles of Mg = mass of Mg / atomic mass of Mg = 12 g / 24 g/mol = 0.5 mol

2. Determine the number of moles of oxygen required:
   From the balanced equation, the mole ratio of Mg to O2 is 2:1. Therefore, moles of O2 = (1/2) * moles of Mg = (1/2) * 0.5 mol = 0.25 mol

3. Calculate the mass of oxygen required:
   mass of O2 = moles of O2 * molecular mass of O2 = 0.25 mol * 32 g/mol = 8 g

**Answer: 8**"
101,৪৫০ কিলোমিটার দূরে একটি বিন্দুতে কোনো পাহাড় ৭ ডিগ্রি কোণ উৎপন্ন করে। পাহাড়টির উচ্চতা কত মিটার?,৫৪৯৭৭.৮৭,Math,Trigonometry,"Here's the solution to the problem:

**1. Translation:**

A mountain subtends an angle of 7 degrees at a point 450 kilometers away. What is the height of the mountain in meters?

**2. Solution:**

We can use the small angle approximation here, which states that for small angles (in radians), tan(θ) ≈ θ. In this case, θ = 7 degrees. We first need to convert this to radians:

7 degrees * (π / 180) radians/degree ≈ 0.122 radians.

Let *h* be the height of the mountain.  Then we have:

tan(0.122) ≈ 0.122 ≈ h / 450 km

So, h ≈ 0.122 * 450 km = 54.9 km

Since we need the height in meters, we convert kilometers to meters:

54.9 km * 1000 m/km = 54900 meters.

**Answer: 54900**"
355,ভূপৃষ্ঠ হতে ৫০০ কি.মি উপরে অভিকর্ষজ ত্বরণের মান কত? পৃথিবীর ভর ৫.৯৮ x ১০^২৪ কেজি এবং ব্যাসার্ধ ৬.৩৭ x ১০^৬ মিটার।,৮.৪৫,Physics,Physics,"Here's the solution:

**Translation:**

What is the acceleration due to gravity at a height of 500 km above the Earth's surface? The mass of the Earth is 5.98 x 10^24 kg and the radius of the Earth is 6.37 x 10^6 meters.

**Solution:**

We can use the following formula for acceleration due to gravity at a height *h* above the Earth's surface:

g' = GM / (R + h)^2

Where:

*   g' is the acceleration due to gravity at height h
*   G is the gravitational constant (6.674 x 10^-11 N m^2/kg^2)
*   M is the mass of the Earth (5.98 x 10^24 kg)
*   R is the radius of the Earth (6.37 x 10^6 m)
*   h is the height above the Earth's surface (500 km = 5 x 10^5 m)

Plugging in the values:

g' = (6.674 x 10^-11 N m^2/kg^2 * 5.98 x 10^24 kg) / (6.37 x 10^6 m + 5 x 10^5 m)^2

g' = (3.991052 x 10^14 N m^2/kg) / (6.87 x 10^6 m)^2

g' = (3.991052 x 10^14 N m^2/kg) / (4.71969 x 10^13 m^2)

g' ≈ 8.456 m/s^2

Therefore, the acceleration due to gravity at a height of 500 km above the Earth's surface is approximately 8.456 m/s^2.

**Answer: 8.456**"
82,২ সে.মি. ব্যাস বিশিষ্ট বৃত্তের ৮ সে.মি. দৈর্ঘ্যের একটি চাপ কেন্দ্রে কত রেডিয়ান কোণ ধারণ করে?,৮,Math,Trigonometry,"Here's the solution to the problem:

**1. Translation:**

A circle has a diameter of 2 cm. What angle in radians is subtended at the center by an arc of length 8 cm?

**2. Solution:**

*   **Radius (r):** The diameter is 2 cm, so the radius is half of that: r = 2 cm / 2 = 1 cm.
*   **Arc Length (s):** The arc length is given as 8 cm.
*   **Angle (θ):** The relationship between arc length, radius, and the angle in radians is: s = rθ,  where 's' is arc length, 'r' is radius, and 'θ' is the angle in radians.

Now we solve for θ:

θ = s / r = 8 cm / 1 cm = 8 radians.

**Answer: 8**"
625,ক্লোরিক এসিডে হাইড্রোজেন এর শতকরা পরিমাণ কত?,১.১৮,Chemistry,Chemistry,"Here's the solution to the problem:

**Translation:**
What is the percentage of hydrogen in chloric acid?

**Solution:**

The chemical formula for chloric acid is HClO₃.
First, let's find the molar mass of each element in the compound and the entire compound itself.

*   Molar mass of Hydrogen (H) = 1 g/mol
*   Molar mass of Chlorine (Cl) = 35.5 g/mol
*   Molar mass of Oxygen (O) = 16 g/mol

Molar mass of HClO₃ = 1 + 35.5 + (3 * 16) = 1 + 35.5 + 48 = 84.5 g/mol

Now, we can calculate the percentage of hydrogen in chloric acid:

Percentage of Hydrogen = (Mass of Hydrogen / Molar mass of HClO₃) * 100
Percentage of Hydrogen = (1 / 84.5) * 100 = 1.1834 %

Rounded to two decimal places, the percentage of hydrogen is approximately 1.18%.

**Answer: 1.18**"
94,কোনো বৃত্তের ব্যাসার্ধ ১০ সে.মি.। বৃত্তের ৩৫ সে.মি. দীর্ঘ চাপের কেন্দ্রস্থ কোণের পরিমাণ কত ডিগ্রি?,২০০.৫৩,Math,Trigonometry,"Here's the solution:

**Translation:**

A circle has a radius of 10 cm. What is the degree measure of the central angle subtended by an arc of length 35 cm?

**Solution:**

We know that the arc length (s) is related to the radius (r) and the central angle (θ in radians) by the formula:

s = rθ

In this case, s = 35 cm and r = 10 cm. Therefore,

35 = 10θ
θ = 35/10 = 3.5 radians

To convert radians to degrees, we use the conversion factor:

degrees = radians * (180/π)

degrees = 3.5 * (180/π) ≈ 3.5 * (180/3.14159) ≈ 3.5 * 57.2958 ≈ 200.535

Rounding to the nearest degree, we get 201 degrees.

**Answer: 201**"
211,একটি ছক্কা নিক্ষেপ করলে জোড় আসার অনুকূল ফলাফল কয়টি?,৩,Math,Probability,"English Translation:
A fair six-sided die is thrown. How many favorable outcomes are there for getting an even number?

Solution:
A standard six-sided die has the numbers 1, 2, 3, 4, 5, and 6. The even numbers are 2, 4, and 6. Therefore, there are three favorable outcomes.

Answer: 3"
349,একটি বন্দুক থেকে ৪০০ মি./সে. বেগে ১০ গ্রাম ভরের একটি গুলি ছোড়া হল। বন্দুকের ভর ৩/২ কেজি হলে পশ্চাৎ বেগ কত মি./সে.?,২.৬৬ ,Physics,Physics,"Here's the solution to the problem:

**1. Translation of the Bengali problem to English:**

A bullet of mass 10 grams is fired from a gun at a speed of 400 m/s. If the mass of the gun is 3/2 kg, what is the recoil velocity of the gun in m/s?

**2. Solution:**

We can solve this problem using the principle of conservation of momentum.  The total momentum before firing is zero (gun and bullet are at rest). The total momentum after firing must also be zero.

Let:
*   `m_b` = mass of the bullet = 10 grams = 0.01 kg
*   `v_b` = velocity of the bullet = 400 m/s
*   `m_g` = mass of the gun = 3/2 kg = 1.5 kg
*   `v_g` = recoil velocity of the gun (what we want to find)

According to the conservation of momentum:

`m_b * v_b + m_g * v_g = 0`

`0.01 * 400 + 1.5 * v_g = 0`

`4 + 1.5 * v_g = 0`

`1.5 * v_g = -4`

`v_g = -4 / 1.5`

`v_g = -8 / 3`

`v_g = -2.666...` m/s

The negative sign indicates that the recoil velocity of the gun is in the opposite direction to the bullet's velocity. The magnitude of the recoil velocity is approximately 2.67 m/s. (Rounded to two decimal places.)

**Answer: -8/3**"
414,৫ ঘনমিটার পানির ভর কত?,৫০০০,Physics,Physics,"The problem in Bengali asks: ""What is the mass of 5 cubic meters of water?""

Assuming we are talking about freshwater under standard conditions (approximately 4 degrees Celsius), the density of water is approximately 1000 kg/m³.

Therefore, the mass of 5 cubic meters of water is:

Mass = Density × Volume
Mass = 1000 kg/m³ × 5 m³
Mass = 5000 kg

Answer: 5000"
663,৫০ গ্রাম ফ্লোরিনকে ৪ গ্রাম হাইড্রোজেন গ্যাসের মধ্যে চালনা করা হলো। বিক্রিয়ায় বিক্ৰিয়াকৃত হাইড্রোজেন গ্যাসের আয়তন প্রমাণ অবস্থায় কত লিটার? ,২৯.৪৫,Chemistry,Chemistry,"Here's the solution:

**Translation:**

50 grams of fluorine gas is passed through 4 grams of hydrogen gas. What is the volume of hydrogen gas that reacts in this reaction, at standard temperature and pressure (STP) in liters?

**Solution:**

The balanced chemical equation for the reaction between fluorine and hydrogen is:

F₂(g) + H₂(g) → 2HF(g)

First, we need to find the number of moles of fluorine and hydrogen.

Moles of F₂ = mass / molar mass = 50 g / (2 * 19 g/mol) = 50 g / 38 g/mol ≈ 1.316 moles

Moles of H₂ = mass / molar mass = 4 g / (2 g/mol) = 2 moles

From the balanced equation, 1 mole of F₂ reacts with 1 mole of H₂.  Since we have 1.316 moles of F₂ and 2 moles of H₂, fluorine is the limiting reactant. This means that only 1.316 moles of H₂ will react.

At STP (Standard Temperature and Pressure), 1 mole of any gas occupies 22.4 liters.

Volume of H₂ that reacts = moles of H₂ that reacts * volume per mole at STP
Volume of H₂ that reacts = 1.316 moles * 22.4 L/mol ≈ 29.478 L

Therefore, the volume of hydrogen gas reacted at STP is approximately 29.478 liters.

**Answer: 29.478**"
654,২৫০ মিলি ০.২ মোলার সোডিয়াম ক্লোরাইড দ্রবণে কত গ্রাম সোডিয়াম ক্লোরাইড আছে?,২.৯২,Chemistry,Chemistry,"Here's the solution:

**1. Translation:**

The Bengali problem translates to: ""How many grams of sodium chloride are present in 250 ml of a 0.2 molar sodium chloride solution?""

**2. Solution:**

*   **Molarity (M)** is defined as moles of solute per liter of solution.

*   We are given:
    *   Volume of solution = 250 ml = 0.250 L
    *   Molarity of solution = 0.2 M

*   Therefore, moles of NaCl = Molarity × Volume = 0.2 mol/L × 0.250 L = 0.05 moles

*   The molar mass of NaCl is 22.99 g/mol (Na) + 35.45 g/mol (Cl) = 58.44 g/mol

*   Mass of NaCl = Moles × Molar mass = 0.05 moles × 58.44 g/mol = 2.922 g

**Answer: 2.922**"
537,প্রমাণ তাপমাত্রা ও চাপে ২ লিটার ক্লোরিন গ্যাসের ভর কত?,৬.৩৩,Chemistry,Chemistry,"**Bengali Problem:** প্রমাণ তাপমাত্রা ও চাপে ২ লিটার ক্লোরিন গ্যাসের ভর কত?

**English Translation:** What is the mass of 2 liters of chlorine gas at standard temperature and pressure (STP)?

**Solution:**

At standard temperature and pressure (STP), 1 mole of any gas occupies 22.4 liters. Molar mass of Chlorine gas (Cl<sub>2</sub>) is 2 * 35.5 = 71 g/mol.

First, we calculate the number of moles of chlorine gas:

Number of moles = Volume / Molar volume at STP
Number of moles = 2 liters / 22.4 liters/mol
Number of moles ≈ 0.0893 mol

Now, we calculate the mass of the chlorine gas:

Mass = Number of moles * Molar mass
Mass = 0.0893 mol * 71 g/mol
Mass ≈ 6.34 g

**Answer: 6.34**"
